place,time,x,y,theta
husky_black,1630354616.3476713,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354616.3476713,3787.8888872684856,-1064.063026340702,0.1540971131417081
oarbot_silver,1630354616.3476713,753.9066476892316,48.82191388026434,-0.5335451103140945
oarbot_blue,1630354616.3476713,4396.702651314682,352.08779045368516,-1.1919121568823265
husky_blue,1630354616.3476713,-1352.1612957035227,830.2489032940515,-2.5386160996089138
husky_black,1630354616.9516826,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354616.9516826,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354616.9516826,753.9066476892316,48.82191388026434,-0.5335451103140945
oarbot_blue,1630354616.9516826,4380.692379346824,351.4027098948227,-1.1896803131853677
husky_blue,1630354616.9516826,-1358.3589263971398,832.3116021231782,-2.5382387938420843
husky_black,1630354617.4065804,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354617.4065804,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354617.4065804,752.8113845215133,47.67805165688356,-0.5329935803625891
oarbot_blue,1630354617.4065804,4403.003079681954,352.08727206573514,-1.1873025475187025
husky_blue,1630354617.4065804,-1361.8919660519828,834.0351104653045,-2.5413299995141396
husky_black,1630354617.8460598,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354617.8460598,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354617.8460598,753.9066476892316,48.82191388026434,-0.5335451103140945
oarbot_blue,1630354617.8460598,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354617.8460598,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354618.2910216,-668.7536343637056,-1226.6095520334886,1.4678345924217648
ridgeback,1630354618.2910216,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354618.2910216,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354618.2910216,4378.519216373622,348.69846291435846,-1.189378050019293
husky_blue,1630354618.2910216,-1355.260858009908,831.4772073330398,-2.538401409536038
husky_black,1630354618.7328768,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354618.7328768,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354618.7328768,751.9274306719375,47.88058117371065,-0.5355687629672026
oarbot_blue,1630354618.7328768,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354618.7328768,-1355.260858009908,831.4772073330398,-2.538401409536038
husky_black,1630354619.3170469,-668.7536343637056,-1226.6095520334886,1.4678345924217648
ridgeback,1630354619.3170469,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354619.3170469,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354619.3170469,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354619.3170469,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354619.7987676,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354619.7987676,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354619.7987676,752.87248777256,48.3381599214874,-0.5217311021538932
oarbot_blue,1630354619.7987676,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354619.7987676,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354620.2780187,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354620.2780187,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354620.2780187,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354620.2780187,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354620.2780187,-1357.0314992033548,833.1220358024603,-2.536278242768131
husky_black,1630354620.7397823,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354620.7397823,3782.5337259567646,-1062.8878641585238,0.1479310253117368
oarbot_silver,1630354620.7397823,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354620.7397823,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354620.7397823,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354621.224611,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354621.224611,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354621.224611,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354621.224611,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354621.224611,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354621.6940684,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354621.6940684,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354621.6940684,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354621.6940684,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354621.6940684,-1355.6912479049683,832.1820010426269,-2.5326819329292327
husky_black,1630354622.1623561,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354622.1623561,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354622.1623561,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354622.1623561,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354622.1623561,-1358.3589263971398,832.3116021231782,-2.5382387938420843
husky_black,1630354622.6318421,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354622.6318421,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354622.6318421,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354622.6318421,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354622.6318421,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354623.122072,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354623.122072,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354623.122072,753.9066476892316,48.82191388026434,-0.5335451103140945
oarbot_blue,1630354623.122072,4403.003079681954,352.08727206573514,-1.1873025475187025
husky_blue,1630354623.122072,-1350.557475978819,829.913189493906,-2.537153524557645
husky_black,1630354623.5977669,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354623.5977669,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354623.5977669,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354623.5977669,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354623.5977669,-1359.5289861486228,833.1919123067053,-2.5418849145565283
husky_black,1630354624.071159,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354624.071159,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354624.071159,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354624.071159,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354624.071159,-1357.4664083903454,832.8202330391161,-2.532243255624134
husky_black,1630354624.5675917,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354624.5675917,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354624.5675917,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354624.5675917,4380.692379346824,351.4027098948227,-1.1896803131853677
husky_blue,1630354624.5675917,-1355.260858009908,831.4772073330398,-2.538401409536038
husky_black,1630354625.0542915,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354625.0542915,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354625.0542915,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354625.0542915,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354625.0542915,-1358.8666087056954,832.7315491291831,-2.5362415789108037
husky_black,1630354625.5337331,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354625.5337331,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354625.5337331,752.8113845215133,47.67805165688356,-0.5329935803625891
oarbot_blue,1630354625.5337331,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354625.5337331,-1353.7028960013672,831.1573661576832,-2.5369317844191714
husky_black,1630354626.0433705,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354626.0433705,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354626.0433705,755.6283892597805,47.47645988295466,-0.5327449598410022
oarbot_blue,1630354626.0433705,4373.358136662675,350.1546881560153,-1.1940884050571188
husky_blue,1630354626.0433705,-1362.1462345297202,833.628727208628,-2.5360311809734317
husky_black,1630354626.5210946,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354626.5210946,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354626.5210946,752.8593677085976,47.16454939765457,-0.5297194299199236
oarbot_blue,1630354626.5210946,4378.837332487105,350.10204520029106,-1.1892073884987193
husky_blue,1630354626.5210946,-1353.7028960013672,831.1573661576832,-2.5369317844191714
husky_black,1630354626.9997647,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354626.9997647,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354626.9997647,753.4735946665226,49.005399983981256,-0.5250831233468419
oarbot_blue,1630354626.9997647,4379.499666297676,350.07511018267695,-1.1891195911758792
husky_blue,1630354626.9997647,-1356.8361881892422,832.0039237473903,-2.536770504077137
husky_black,1630354627.4884148,-671.8012313265606,-1229.230805884246,1.4741031444034112
ridgeback,1630354627.4884148,3787.8888872684856,-1064.063026340702,0.1540971131417081
oarbot_silver,1630354627.4884148,753.5961766807939,47.139678790103055,-0.5319681760537044
oarbot_blue,1630354627.4884148,4379.499666297676,350.07511018267695,-1.1891195911758792
husky_blue,1630354627.4884148,-1358.8666087056954,832.7315491291831,-2.5362415789108037
husky_black,1630354627.9601529,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354627.9601529,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354627.9601529,752.8113845215133,47.67805165688356,-0.5329935803625891
oarbot_blue,1630354627.9601529,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354627.9601529,-1353.7028960013672,831.1573661576832,-2.5369317844191714
husky_black,1630354628.4574494,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354628.4574494,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354628.4574494,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354628.4574494,4403.003079681954,352.08727206573514,-1.1873025475187025
husky_blue,1630354628.4574494,-1360.5090249372772,833.0789723801287,-2.537757023946134
husky_black,1630354628.9625962,-676.9829039926839,-1232.0272710028667,1.4680828299688453
ridgeback,1630354628.9625962,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354628.9625962,752.8113845215133,47.67805165688356,-0.5329935803625891
oarbot_blue,1630354628.9625962,4379.499666297676,350.07511018267695,-1.1891195911758792
husky_blue,1630354628.9625962,-1357.5267463667708,832.4478032118026,-2.532268425342277
husky_black,1630354629.4553146,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354629.4553146,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354629.4553146,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354629.4553146,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354629.4553146,-1356.8361881892422,832.0039237473903,-2.536770504077137
husky_black,1630354629.9290147,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354629.9290147,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354629.9290147,752.4811353174559,48.5209972157622,-0.5357239474413854
oarbot_blue,1630354629.9290147,4387.458605649227,351.361528110572,-1.1849185653175829
husky_blue,1630354629.9290147,-1352.4653912515846,831.301577168858,-2.5328951340047663
husky_black,1630354630.425778,-671.8012313265606,-1229.230805884246,1.4741031444034112
ridgeback,1630354630.425778,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354630.425778,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354630.425778,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354630.425778,-1358.8666087056954,832.7315491291831,-2.5362415789108037
husky_black,1630354630.929432,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354630.929432,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354630.929432,752.4811353174559,48.5209972157622,-0.5357239474413854
oarbot_blue,1630354630.929432,4396.097185659498,352.12042972152756,-1.1920587394554056
husky_blue,1630354630.929432,-1358.8666087056954,832.7315491291831,-2.5362415789108037
husky_black,1630354631.4241421,-671.8012313265606,-1229.230805884246,1.4741031444034112
ridgeback,1630354631.4241421,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354631.4241421,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354631.4241421,4372.657386018515,350.1086633592144,-1.1938309275914374
husky_blue,1630354631.4241421,-1358.8666087056954,832.7315491291831,-2.5362415789108037
husky_black,1630354631.898842,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354631.898842,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354631.898842,751.9274306719375,47.88058117371065,-0.5355687629672026
oarbot_blue,1630354631.898842,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354631.898842,-1357.4664083903454,832.8202330391161,-2.532243255624134
husky_black,1630354632.4035122,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354632.4035122,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354632.4035122,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354632.4035122,4387.458605649227,351.361528110572,-1.1849185653175829
husky_blue,1630354632.4035122,-1355.5656999977334,831.4327017196274,-2.536518281083694
husky_black,1630354632.8782964,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354632.8782964,3783.578552692413,-1063.0350286739729,0.15035192211620046
oarbot_silver,1630354632.8782964,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354632.8782964,4379.499666297676,350.07511018267695,-1.1891195911758792
husky_blue,1630354632.8782964,-1357.4664083903454,832.8202330391161,-2.532243255624134
husky_black,1630354633.3639634,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354633.3639634,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354633.3639634,753.4695691352229,48.764442706679375,-0.5266662631186398
oarbot_blue,1630354633.3639634,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354633.3639634,-1357.4664083903454,832.8202330391161,-2.532243255624134
husky_black,1630354633.867615,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354633.867615,3791.5567978556787,-1066.4740894032918,0.16087201664824743
oarbot_silver,1630354633.867615,752.621622293932,49.40658760460933,-0.5293955864070223
oarbot_blue,1630354633.867615,4387.934387388392,350.81380811631345,-1.1961905573650153
husky_blue,1630354633.867615,-1355.0004792402992,832.0817818366766,-2.540531617886147
husky_black,1630354634.365426,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354634.365426,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354634.365426,751.9274306719375,47.88058117371065,-0.5355687629672026
oarbot_blue,1630354634.365426,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354634.365426,-1357.4664083903454,832.8202330391161,-2.532243255624134
husky_black,1630354634.8720725,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354634.8720725,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354634.8720725,752.8113845215133,47.67805165688356,-0.5329935803625891
oarbot_blue,1630354634.8720725,4395.493251101422,350.7530153229787,-1.1913251730456904
husky_blue,1630354634.8720725,-1357.4664083903454,832.8202330391161,-2.532243255624134
husky_black,1630354635.3969567,-671.8012313265606,-1229.230805884246,1.4741031444034112
ridgeback,1630354635.3969567,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354635.3969567,751.9274306719375,47.88058117371065,-0.5355687629672026
oarbot_blue,1630354635.3969567,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354635.3969567,-1352.4653912515846,831.301577168858,-2.5328951340047663
husky_black,1630354635.878679,-672.4630113225863,-1228.848929460507,1.4683334923991656
ridgeback,1630354635.878679,3786.5859572584823,-1065.4445666983047,0.1546808827255674
oarbot_silver,1630354635.878679,753.6493854239804,47.65648945024211,-0.5321233361659127
oarbot_blue,1630354635.878679,4394.915135603849,350.788176598713,-1.1914852481797635
husky_blue,1630354635.878679,-1360.3021184939023,833.7055337363913,-2.539805898061983
